step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
26050.0,54,1931.0,19.505050505050505,2.2478351054448953,54,6138.0,0.09536560364691193,54,6138.0
26055.0,49,1985.0,20.050505050505052,2.102684135423879,49,6267.0,0.08129024366258863,49,6267.0
26060.0,43,1307.0,13.07,2.3628639693361184,43,5626.0,0.09873092184195485,43,5626.0
26065.0,47,822.0,8.138613861386139,1.850233333155342,47,4587.0,0.0763254478837129,47,4587.0
26070.0,57,1005.0,9.852941176470589,1.9392225469526,57,4747.0,0.07343421241268842,57,4747.0
26075.0,61,1266.0,12.057142857142857,1.8235487278922131,61,4894.0,0.04723453713653478,61,4894.0
26080.0,63,1408.0,13.803921568627452,1.556731355550349,63,4933.0,0.04475215513124456,63,4933.0
26085.0,59,1450.0,13.942307692307692,2.213656655305916,59,4618.0,0.08873908272271122,59,4618.0
26090.0,54,1170.0,11.584158415841584,2.0226934221770487,54,4694.0,0.08047203136274363,54,4694.0
26095.0,49,650.0,6.310679611650485,2.352272953815576,49,4588.0,0.10031670533988532,49,4588.0
26100.0,46,463.0,4.584158415841584,1.835873332088199,46,4668.0,0.0759294259708608,46,4668.0
26105.0,54,566.0,5.339622641509434,2.07606857136082,54,4776.0,0.08387526024677892,54,4776.0
26110.0,64,768.0,7.384615384615385,2.274585896255186,64,4925.0,0.06415882921817942,64,4925.0
26115.0,66,869.0,8.603960396039604,1.7625571442164445,66,4973.0,0.05815341429223874,66,4973.0
26120.0,60,911.0,9.202020202020202,2.304570124714067,60,4782.0,0.09486469853138965,60,4782.0
26125.0,56,935.0,9.444444444444445,1.8470903229041102,56,4869.0,0.07008720018359457,56,4869.0
26130.0,50,831.0,8.147058823529411,2.11669544644217,50,4785.0,0.0893875092131259,50,4785.0
26135.0,47,774.0,7.663366336633663,1.8035066340941817,47,4947.0,0.06988972572508433,47,4947.0
26140.0,58,898.0,8.718446601941748,1.7460372187520186,58,5079.0,0.05503501616983716,58,5079.0
26145.0,65,1072.0,10.307692307692308,2.3762638325101957,65,5213.0,0.06449056499815711,65,5213.0
26150.0,64,1169.0,11.574257425742575,1.9112820545386062,64,5257.0,0.06255607572119092,64,5257.0
26155.0,58,1197.0,11.97,2.700811587291607,58,5085.0,0.12474605957970966,58,5085.0
26160.0,54,1190.0,11.9,2.1713407841911905,54,5070.0,0.0995794650200231,54,5070.0
26165.0,50,1084.0,10.423076923076923,2.344023602023187,50,4986.0,0.10519772389051037,50,4986.0
26170.0,48,1030.0,10.098039215686274,1.8970190909088656,48,5133.0,0.07761841421912877,48,5133.0
26175.0,55,1144.0,11.106796116504855,1.7909557842497357,55,5221.0,0.05992721039729759,55,5221.0
26180.0,67,1364.0,12.99047619047619,2.2255349341357036,67,5343.0,0.07224657317045062,67,5343.0
26185.0,66,1464.0,14.352941176470589,1.8372545366867776,66,5375.0,0.06557761263947301,66,5375.0
26190.0,60,1531.0,15.31,2.4827731136697486,60,5247.0,0.10674198790982502,60,5247.0
26195.0,53,1531.0,15.31,2.335877227343067,53,5129.0,0.09260426272670161,53,5129.0
26200.0,50,1444.0,14.585858585858587,2.147438133177999,50,5029.0,0.08986653019872078,50,5029.0
26205.0,45,1360.0,13.465346534653465,2.252105631142143,45,5088.0,0.09889734884854154,45,5088.0
26210.0,53,1464.0,14.076923076923077,2.1353383733533797,53,5119.0,0.07242456734225762,53,5119.0
26215.0,64,1667.0,16.028846153846153,2.4800199444188715,64,5230.0,0.07268847780155178,64,5230.0
26220.0,61,1749.0,17.316831683168317,1.9476906827556049,61,5328.0,0.06530205793334781,61,5328.0
26225.0,58,1818.0,18.363636363636363,2.605370242312978,58,5191.0,0.1275901062506422,58,5191.0
26230.0,54,1918.0,18.99009900990099,2.467256158607767,54,5284.0,0.1138131127269753,54,5284.0
26235.0,47,1965.0,19.65,2.1567632194224937,47,5413.0,0.09249182955929117,47,5413.0
26240.0,46,1395.0,13.676470588235293,2.273643426545407,46,4935.0,0.09331863350083015,46,4935.0
26245.0,53,895.0,8.60576923076923,1.853512480251157,53,4196.0,0.0674463782727704,53,4196.0
26250.0,63,1129.0,10.85576923076923,1.7703025838725215,63,4418.0,0.07155106576836939,63,4418.0
26255.0,67,1402.0,13.102803738317757,1.6133119006462253,67,4575.0,0.04227395438903336,67,4575.0
26260.0,68,1554.0,14.8,1.7073640025434096,68,4663.0,0.04887067445877465,68,4663.0
26265.0,61,1599.0,15.228571428571428,2.0261094509832103,61,4570.0,0.06840445932395077,61,4570.0
26270.0,54,1328.0,13.148514851485148,1.9156176699730416,54,4532.0,0.07154203203728757,54,4532.0
26275.0,48,794.0,7.70873786407767,2.2367918838046914,48,4277.0,0.0948187171301542,48,4277.0
26280.0,46,469.0,4.598039215686274,1.9101115497089747,46,4429.0,0.07506609713931389,46,4429.0
26285.0,53,514.0,4.895238095238096,2.293467298218256,53,4504.0,0.09500342888672637,53,4504.0
26290.0,62,712.0,6.846153846153846,2.341070468205067,62,4659.0,0.06569027277793778,62,4659.0
26295.0,63,791.0,7.91,1.7290226161585291,63,4734.0,0.06530652652049179,63,4734.0
26300.0,59,846.0,8.545454545454545,2.362730396651622,59,4631.0,0.1163659534457495,59,4631.0
26305.0,57,861.0,8.441176470588236,1.9910731220844373,57,4698.0,0.0814836889469794,57,4698.0
26310.0,51,777.0,7.543689320388349,1.9750482220833012,51,4565.0,0.09064679189665596,51,4565.0
26315.0,50,703.0,6.759615384615385,1.624700885153831,50,4746.0,0.06312600029245986,50,4746.0
26320.0,59,812.0,7.660377358490566,1.8488942172119824,59,4891.0,0.0688908306870063,59,4891.0
26325.0,65,1014.0,9.476635514018692,2.1890334609491737,65,5035.0,0.06157063540910254,65,5035.0
26330.0,66,1128.0,10.951456310679612,1.8269558917803297,66,5128.0,0.061694287141429174,66,5128.0
26335.0,60,1179.0,11.673267326732674,2.3711165077715406,60,5021.0,0.10204938371395869,60,5021.0
26340.0,55,1159.0,11.362745098039216,2.3108813400685273,55,4890.0,0.09048078002593933,55,4890.0
26345.0,49,1040.0,10.097087378640778,2.4063075401059635,49,4741.0,0.10688835046784613,49,4741.0
26350.0,43,924.0,9.148514851485148,2.0041983627026974,43,4705.0,0.08849451467833448,43,4705.0
26355.0,50,987.0,9.58252427184466,2.2250771362822994,50,4771.0,0.08982824108424983,50,4771.0
26360.0,58,1159.0,11.14423076923077,2.345946140191537,58,4829.0,0.07274221251579531,58,4829.0
26365.0,62,1272.0,12.594059405940595,1.8130646341934475,62,4917.0,0.06280813644211776,62,4917.0
26370.0,61,1364.0,13.64,2.542855686353474,61,4807.0,0.12187273087009816,61,4807.0
26375.0,54,1349.0,13.22549019607843,2.150907617153257,54,4899.0,0.09754679867211448,54,4899.0
26380.0,51,1296.0,12.831683168316832,1.9152935086089355,51,4780.0,0.08037586314016326,51,4780.0
26385.0,47,1229.0,11.817307692307692,1.9639689424135436,47,4917.0,0.0872816359074797,47,4917.0
26390.0,54,1344.0,12.679245283018869,1.7342044159782315,54,5023.0,0.05829165411987186,54,5023.0
26395.0,67,1561.0,14.726415094339623,2.2743432401349,67,5119.0,0.06272288258800322,67,5119.0
26400.0,68,1662.0,16.135922330097088,1.9711637006287182,68,5219.0,0.06595462277036351,68,5219.0
26405.0,61,1739.0,17.39,2.3747583312122176,61,5094.0,0.10537383444963076,61,5094.0
26410.0,53,1811.0,17.93069306930693,2.127004117770073,53,5198.0,0.08710060297069433,53,5198.0
26415.0,50,1864.0,18.455445544554454,2.0428491874144314,50,5332.0,0.07765802376025285,50,5332.0
26420.0,45,1351.0,13.245098039215685,2.0214347792121963,45,4944.0,0.09062688585766138,45,4944.0
26425.0,55,933.0,9.058252427184467,1.527109184439968,55,4338.0,0.05965243145574569,55,4338.0
26430.0,64,1190.0,11.333333333333334,1.4206974543004467,64,4577.0,0.05969224852404663,64,4577.0
26435.0,70,1472.0,13.504587155963304,1.426101229677558,70,4780.0,0.04022438218362682,70,4780.0
26440.0,71,1634.0,15.271028037383177,1.6004535749863644,71,4865.0,0.04286290380869593,71,4865.0
26445.0,65,1698.0,15.869158878504672,1.9156771205681347,65,4762.0,0.07673463572355656,65,4762.0
26450.0,58,1770.0,16.857142857142858,1.9685507395632875,58,4909.0,0.08107189881419564,58,4909.0
26455.0,53,1799.0,16.813084112149532,2.1210223380049116,53,5076.0,0.08604216572603869,53,5076.0
26460.0,49,1494.0,14.228571428571428,2.086929290981133,49,5013.0,0.07807710270854655,49,5013.0
26465.0,50,1041.0,9.728971962616823,2.19074513252716,50,4785.0,0.0990841159015665,50,4785.0
26470.0,55,769.0,7.254716981132075,1.8424606642970978,55,4882.0,0.07240253978783485,55,4882.0
26475.0,54,791.0,7.256880733944954,2.018642788486596,54,5056.0,0.07483704327109679,54,5056.0
26480.0,59,897.0,8.229357798165138,1.665858678289638,59,5094.0,0.06576128709533115,59,5094.0
26485.0,59,930.0,8.61111111111111,1.8533055893146935,59,4734.0,0.052438463241544414,59,4734.0
26490.0,59,961.0,8.981308411214954,2.219569217910446,59,4983.0,0.08492021278587762,59,4983.0
26495.0,54,989.0,9.330188679245284,1.9310867372922857,54,5178.0,0.07317157341088808,54,5178.0
26500.0,51,960.0,9.320388349514563,2.052121554803185,51,5139.0,0.0796611859985242,51,5139.0
26505.0,52,933.0,8.80188679245283,1.8065831753674764,52,4803.0,0.06789290388373506,52,4803.0
26510.0,50,933.0,8.80188679245283,1.7590713757070517,50,5010.0,0.07428711588125743,50,5010.0
26515.0,52,1010.0,8.938053097345133,2.239936570135791,52,5180.0,0.09333680040282082,52,5180.0
26520.0,57,1115.0,10.045045045045045,1.8173663533082625,57,5221.0,0.06927654022009208,57,5221.0
26525.0,62,1166.0,10.6,1.7781327083030987,62,4959.0,0.06755586120903653,62,4959.0
26530.0,61,1249.0,11.564814814814815,1.7391133398920642,61,5216.0,0.0619130095360759,61,5216.0
26535.0,57,1297.0,12.121495327102803,1.8235662957902776,57,5405.0,0.06436331654724041,57,5405.0
26540.0,55,1274.0,11.906542056074766,1.9632642747076556,55,5408.0,0.07271740888507172,55,5408.0
26545.0,55,1269.0,11.75,1.8995080347845632,55,5182.0,0.0751236261053634,55,5182.0
26550.0,53,1301.0,11.935779816513762,2.236649647925271,53,5185.0,0.09199547772284984,53,5185.0
26555.0,58,1389.0,12.627272727272727,2.139846593039297,58,5367.0,0.07588651130335969,58,5367.0
26560.0,59,1495.0,13.842592592592593,1.8270556296556875,59,5393.0,0.0656376425440598,59,5393.0
26565.0,59,1532.0,14.452830188679245,1.6510457322620897,59,5102.0,0.05993827261959025,59,5102.0
26570.0,60,1607.0,15.304761904761905,1.864229381342599,60,5359.0,0.07020904537161164,60,5359.0
26575.0,54,1651.0,15.575471698113208,2.0840273832647576,54,5564.0,0.09023268909465144,54,5564.0
26580.0,52,1615.0,15.380952380952381,1.9358845056686973,52,5548.0,0.07381771893857426,52,5548.0
26585.0,52,1602.0,14.697247706422019,2.178542399094274,52,5367.0,0.11164321418559535,52,5367.0
26590.0,51,1621.0,14.871559633027523,2.010701517421232,51,5492.0,0.08969073574992571,51,5492.0
26595.0,55,1732.0,15.464285714285714,1.958937037134376,55,5677.0,0.07466059588992897,55,5677.0
26600.0,62,1846.0,16.63063063063063,1.7463539975175943,62,5710.0,0.06400788674037909,62,5710.0
26605.0,64,1921.0,17.623853211009173,1.714068811910634,64,5528.0,0.0586556731196548,64,5528.0
26610.0,58,1966.0,18.203703703703702,1.9133546259434935,58,5788.0,0.08271558130688758,58,5788.0
26615.0,57,2070.0,19.345794392523363,1.6930726161294454,57,5992.0,0.06182413371832709,57,5992.0
26620.0,52,1349.0,12.607476635514018,1.7437372663349693,52,5582.0,0.06705311595942048,52,5582.0
26625.0,60,948.0,8.618181818181819,1.6288888435957487,60,4938.0,0.05402074368808438,60,4938.0
26630.0,65,1035.0,9.583333333333334,1.3671359340602935,65,5002.0,0.04091502724459782,65,5002.0
26635.0,73,1036.0,9.333333333333334,1.4889702072112025,73,4906.0,0.05060873752868951,73,4906.0
26640.0,72,1029.0,9.27027027027027,1.2804655884590923,72,5210.0,0.038728710756390075,72,5210.0
26645.0,67,1074.0,9.675675675675675,1.7507688470898857,67,5418.0,0.05438413988543959,67,5418.0
26650.0,66,1081.0,9.917431192660551,1.6088796901650404,66,5442.0,0.0510615547210971,66,5442.0
26655.0,59,954.0,9.085714285714285,1.8160509385805241,59,5213.0,0.06145759159563238,59,5213.0
26660.0,56,880.0,8.30188679245283,2.342465482189479,56,5193.0,0.09809976121762698,56,5193.0
26665.0,52,816.0,7.69811320754717,2.460904655362361,52,5352.0,0.10114603220887441,52,5352.0
26670.0,49,719.0,6.847619047619047,2.0205469909707077,49,5343.0,0.08641530404923103,49,5343.0
26675.0,53,709.0,6.688679245283019,1.7922102360910581,53,5035.0,0.07448967328162488,53,5035.0
26680.0,54,723.0,6.757009345794392,1.9774431453707755,54,5127.0,0.07843302422965671,54,5127.0
26685.0,51,766.0,6.900900900900901,1.9660279045505022,51,5264.0,0.07062993011203487,51,5264.0
26690.0,57,848.0,7.925233644859813,1.7540842545053994,57,5213.0,0.061376876657955416,57,5213.0
26695.0,57,876.0,8.264150943396226,1.8830134121045587,57,4988.0,0.07785350214750172,57,4988.0
26700.0,56,935.0,8.990384615384615,1.8026445190069933,56,5086.0,0.06586426621164923,56,5086.0
26705.0,53,999.0,9.424528301886792,2.2907578498146917,53,5252.0,0.09688089194887042,53,5252.0
26710.0,45,944.0,9.076923076923077,2.0344561267163943,45,5233.0,0.07856854131507447,45,5233.0
26715.0,49,946.0,9.096153846153847,1.800199882209315,49,5042.0,0.07195853894255336,49,5042.0
26720.0,48,970.0,9.150943396226415,1.70631271401472,48,5232.0,0.0735506056322003,48,5232.0
26725.0,55,1070.0,9.727272727272727,1.9664033548883895,55,5353.0,0.0655131473619929,55,5353.0
26730.0,57,1163.0,10.477477477477477,2.2183444675026953,57,5315.0,0.09008351311635755,57,5315.0
26735.0,59,1195.0,11.16822429906542,2.011881739174053,59,4943.0,0.07810764786240407,59,4943.0
26740.0,58,1268.0,12.076190476190476,2.003244034052298,58,5191.0,0.07804248623397467,58,5191.0
26745.0,56,1337.0,12.61320754716981,1.9708959189994137,56,5387.0,0.08319556465999216,56,5387.0
26750.0,50,1288.0,12.150943396226415,1.880321471070398,50,5384.0,0.07573760762459585,50,5384.0
26755.0,53,1286.0,11.907407407407407,1.9822599947666806,53,5193.0,0.08443733713649314,53,5193.0
26760.0,55,1326.0,12.277777777777779,1.6498612387134273,55,5431.0,0.06240840044182384,55,5431.0
26765.0,58,1435.0,12.699115044247788,1.9758023815497285,58,5649.0,0.08099870596560275,58,5649.0
26770.0,62,1551.0,13.972972972972974,1.6655422452775532,62,5634.0,0.058056137354768556,62,5634.0
26775.0,63,1625.0,15.046296296296296,1.649306308926363,63,5424.0,0.05794286854863028,63,5424.0
26780.0,61,1659.0,15.36111111111111,1.737538050861083,61,5701.0,0.07413509166059477,61,5701.0
26785.0,56,1726.0,16.130841121495326,1.7062079171956563,56,5918.0,0.07088927089915001,56,5918.0
26790.0,55,1703.0,15.481818181818182,1.7706985072865056,55,5944.0,0.07729413957421187,55,5944.0
26795.0,59,1733.0,15.754545454545454,1.6764103003618736,59,5784.0,0.06140083043139491,59,5784.0
26800.0,58,1724.0,15.81651376146789,1.6863890920404623,58,5939.0,0.0637277208220482,58,5939.0
26805.0,59,1812.0,15.620689655172415,2.027438287860794,59,6148.0,0.08257814826739147,59,6148.0
26810.0,65,1922.0,16.859649122807017,1.6230868173167696,65,6158.0,0.057550841917177464,65,6158.0
26815.0,68,1969.0,17.580357142857142,1.6892525601023525,68,5798.0,0.06432537464769761,68,5798.0
26820.0,65,2044.0,18.581818181818182,1.6663868106726514,65,6073.0,0.0582564715312282,65,6073.0
26825.0,59,2094.0,18.864864864864863,2.1006470503914834,59,6293.0,0.08801157032065235,59,6293.0
26830.0,56,1385.0,12.706422018348624,1.8475213529218857,56,5906.0,0.06372414706557565,56,5906.0
26835.0,63,980.0,8.990825688073395,1.5445999547892284,63,5308.0,0.05709306519596398,63,5308.0
26840.0,67,1253.0,11.288288288288289,1.4666219562937766,67,5587.0,0.048886324602621704,67,5587.0
26845.0,75,1567.0,13.867256637168142,1.4345890211592065,75,5861.0,0.04461542266868212,75,5861.0
26850.0,74,1639.0,14.37719298245614,1.4576210410472472,74,5936.0,0.04319130611972862,74,5936.0
26855.0,71,1538.0,13.610619469026549,1.7650434914052413,71,5780.0,0.05832097358466807,71,5780.0
26860.0,63,1475.0,13.53211009174312,1.9171285649917629,63,5829.0,0.06911160193466868,63,5829.0
26865.0,58,1442.0,13.229357798165138,2.1241257155376787,58,6030.0,0.07834192585789086,58,6030.0
26870.0,55,1323.0,12.36448598130841,1.6456059064528246,55,5962.0,0.06478155230670996,55,5962.0
26875.0,56,1181.0,10.736363636363636,2.003901420177489,56,5650.0,0.09079664981123563,56,5650.0
26880.0,57,979.0,9.064814814814815,1.766269479353252,57,5876.0,0.0768096844670894,57,5876.0
26885.0,57,876.0,7.891891891891892,1.9616795716083695,57,6042.0,0.07200964349057863,57,6042.0
26890.0,57,771.0,7.205607476635514,1.8511303962233063,57,6039.0,0.06513925885025039,57,6039.0
26895.0,55,791.0,7.392523364485982,1.8343731042285885,55,5822.0,0.07391487663951588,55,5822.0
26900.0,56,857.0,7.862385321100917,1.6827051802722048,56,6051.0,0.07012202818810256,56,6051.0
26905.0,58,945.0,8.513513513513514,1.8087528345296817,58,6252.0,0.06662296529296781,58,6252.0
26910.0,57,1023.0,9.216216216216216,1.5785547849104973,57,6212.0,0.05839927546408525,57,6212.0
26915.0,60,1049.0,9.536363636363637,1.5076016181286132,60,5886.0,0.05325182087058625,60,5886.0
26920.0,60,1103.0,10.212962962962964,1.5835361809711017,60,6142.0,0.05927403097992003,60,6142.0
26925.0,59,1155.0,10.405405405405405,1.914779948708414,59,6354.0,0.06656128531018345,59,6354.0
26930.0,53,1094.0,10.22429906542056,1.8443990659055878,53,6329.0,0.0661770600976589,53,6329.0
26935.0,54,1084.0,9.854545454545455,2.0652176612739814,54,6090.0,0.08061886059103639,54,6090.0
26940.0,52,1094.0,10.12962962962963,2.0170930272918524,52,6086.0,0.07923405997136483,52,6086.0
26945.0,52,1169.0,10.345132743362832,2.406216235678578,52,6276.0,0.1062174404317214,52,6276.0
26950.0,54,1230.0,11.08108108108108,2.261314506670147,54,6208.0,0.09546152782495738,54,6208.0
26955.0,54,1253.0,11.495412844036696,1.9379207427458547,54,5819.0,0.07725807620552745,54,5819.0
26960.0,56,1246.0,11.537037037037036,1.8815445243717033,56,5723.0,0.07526480891125072,56,5723.0
26965.0,57,1217.0,11.1651376146789,2.1232100845885644,57,5469.0,0.07327493726156029,57,5469.0
26970.0,51,1140.0,10.458715596330276,2.050370327756503,51,5674.0,0.08615615402600656,51,5674.0
26975.0,56,1212.0,11.018181818181818,1.951387673078064,56,5818.0,0.0724950647891603,56,5818.0
26980.0,62,1405.0,12.889908256880734,2.248203314484081,62,6014.0,0.06535338616400817,62,6014.0
26985.0,61,1488.0,13.65137614678899,2.11215984354693,61,5986.0,0.07454015191596614,61,5986.0
26990.0,64,1578.0,15.320388349514563,2.0995176539790523,64,5673.0,0.08240972011982979,64,5673.0
26995.0,58,1608.0,15.169811320754716,2.2276071211747963,58,5493.0,0.09682734162236047,58,5493.0
27000.0,53,1547.0,14.59433962264151,2.060842379044401,53,5359.0,0.0784577800214943,53,5359.0
27005.0,46,1457.0,13.49074074074074,1.9730051578684114,46,5536.0,0.08432286111294743,46,5536.0
27010.0,53,1488.0,13.65137614678899,1.9106405989817168,53,5632.0,0.06617135768831726,53,5632.0
27015.0,62,1668.0,15.302752293577981,2.157847978745355,62,5793.0,0.058021215543469506,62,5793.0
27020.0,61,1759.0,15.99090909090909,2.07716886601161,61,5795.0,0.08881038240729128,61,5795.0
27025.0,62,1846.0,17.75,1.9840557405122707,62,5544.0,0.09040086687352775,62,5544.0
27030.0,61,1895.0,17.546296296296298,1.9034308933501547,61,5642.0,0.08137331746745315,61,5642.0
27035.0,58,1873.0,17.18348623853211,1.9341202386356704,58,5498.0,0.07282547188308196,58,5498.0
27040.0,54,1827.0,16.761467889908257,1.7655266194418442,54,5690.0,0.06678494031757663,54,5690.0
27045.0,62,1915.0,16.946902654867255,1.829743891567748,62,5832.0,0.066311388116549,62,5832.0
27050.0,68,2131.0,19.37272727272727,2.0844268090311906,68,5954.0,0.050274424850333566,68,5954.0
27055.0,69,2251.0,20.463636363636365,1.9856475203749593,69,6007.0,0.07118917475042488,69,6007.0
27060.0,64,2324.0,22.133333333333333,2.0856301048162313,64,5694.0,0.07707100682780477,64,5694.0
27065.0,59,2303.0,21.523364485981308,2.351266104497123,59,5700.0,0.09888163672877205,59,5700.0
27070.0,54,2254.0,20.87037037037037,2.2324644473580286,54,5571.0,0.08098056950634047,54,5571.0
27075.0,50,2180.0,20.566037735849058,2.06020995584726,50,5641.0,0.08138426038779921,50,5641.0
27080.0,56,2235.0,20.318181818181817,2.174887952007307,56,5711.0,0.07753453942213873,56,5711.0
27085.0,64,2423.0,22.435185185185187,2.4048001188262598,64,5837.0,0.06759369478670722,64,5837.0
27090.0,64,2532.0,23.229357798165136,2.4690597237440253,64,5884.0,0.10901544543893703,64,5884.0
27095.0,62,2597.0,24.733333333333334,2.5040212786006335,62,5781.0,0.10353314123071264,62,5781.0
27100.0,60,2635.0,25.33653846153846,2.199865189745718,60,5703.0,0.08306699356694927,60,5703.0
27105.0,55,2598.0,24.742857142857144,2.22477337719264,55,5678.0,0.09550636944614117,55,5678.0
27110.0,54,2592.0,24.452830188679247,2.0363360000751323,54,5791.0,0.09031003971895586,54,5791.0
27115.0,58,2676.0,24.327272727272728,2.073035981396561,58,5868.0,0.07495791380349827,58,5868.0
27120.0,66,2881.0,26.431192660550458,2.160285197346114,66,6010.0,0.05937396884903837,66,6010.0
27125.0,65,2990.0,27.431192660550458,2.2025642238327428,65,6103.0,0.08202935922756087,65,6103.0
27130.0,65,3094.0,30.333333333333332,2.1623175789620377,65,6065.0,0.09525692359699132,65,6065.0
27135.0,58,3099.0,29.798076923076923,2.066816433823732,58,6116.0,0.08498269254234198,58,6116.0
27140.0,52,3060.0,28.867924528301888,2.3977143444484277,52,6035.0,0.09826960090081022,52,6035.0
27145.0,52,3021.0,28.5,2.0611034692445576,52,6123.0,0.07289273510967324,52,6123.0
27150.0,59,3127.0,28.953703703703702,2.051159985006848,59,6211.0,0.07245730055628756,59,6211.0
27155.0,65,3345.0,31.261682242990656,2.2759188669789023,65,6346.0,0.06613159179803729,65,6346.0
27160.0,63,3449.0,33.48543689320388,1.7887824480901229,63,6462.0,0.06908518030223247,63,6462.0
27165.0,63,3538.0,34.349514563106794,2.4123612993332544,63,6330.0,0.1074260869021734,63,6330.0
27170.0,58,3541.0,33.72380952380952,2.0723802536054876,58,6474.0,0.08578592641427991,58,6474.0
27175.0,58,3519.0,33.198113207547166,2.166646126696389,58,6488.0,0.08861845627941443,58,6488.0
27180.0,56,3519.0,33.198113207547166,1.7590810442789249,56,6683.0,0.07006551053436225,56,6683.0
27185.0,67,3666.0,33.63302752293578,1.8426840241114744,67,6798.0,0.06431944533430642,67,6798.0
27190.0,73,3914.0,35.58181818181818,2.2203642566164494,73,6968.0,0.0632864182408265,73,6968.0
27195.0,72,4035.0,38.06603773584906,1.769537540333437,72,7123.0,0.06433470579070269,72,7123.0
27200.0,66,4094.0,39.36538461538461,2.2961830724631107,66,6911.0,0.08947362561907911,66,6911.0
27205.0,59,4186.0,39.86666666666667,2.1616184621142582,59,7143.0,0.08425727403248215,59,7143.0
27210.0,53,4275.0,40.714285714285715,2.318887540719747,53,7292.0,0.09893610156376136,53,7292.0
27215.0,51,2533.0,24.123809523809523,1.9120180793673134,51,6543.0,0.08116556871004701,51,6543.0
27220.0,60,1106.0,10.533333333333333,1.689165846124015,60,4778.0,0.07114445949785504,60,4778.0
27225.0,64,1179.0,10.81651376146789,1.7191815119609233,64,5009.0,0.06521449259543889,64,5009.0
27230.0,73,1456.0,13.117117117117116,1.4886918473702233,73,5213.0,0.041620605172692504,73,5213.0
27235.0,73,1469.0,13.0,1.9275086601039497,73,5292.0,0.06970338127663755,73,5292.0
27240.0,66,1300.0,11.818181818181818,2.124896903458263,66,5238.0,0.0765375796725024,66,5238.0
27245.0,63,1154.0,10.685185185185185,1.86592203032357,63,5324.0,0.07652727459388788,63,5324.0
27250.0,61,980.0,9.074074074074074,1.7117719771942654,61,5207.0,0.06429967117652956,61,5207.0
27255.0,60,898.0,8.314814814814815,1.6248142552311071,60,5320.0,0.053422117020113465,60,5320.0
27260.0,61,770.0,7.196261682242991,1.7977699478806852,61,5455.0,0.06967759638497723,61,5455.0
27265.0,60,823.0,7.838095238095238,2.3171221074804746,60,5585.0,0.07745545959409642,60,5585.0
27270.0,58,796.0,7.4392523364485985,2.1356790929220724,58,5290.0,0.08606346765223709,58,5290.0
27275.0,64,904.0,8.862745098039216,1.6701026621007848,64,4799.0,0.06838741444434039,64,4799.0
27280.0,74,1051.0,9.915094339622641,1.3022882551049497,74,4912.0,0.04039466623656018,74,4912.0
27285.0,75,1123.0,10.398148148148149,1.510468280072472,75,4847.0,0.04511840588172159,75,4847.0
27290.0,75,1220.0,11.296296296296296,1.363811135398588,75,5144.0,0.03753799832196026,75,5144.0
27295.0,71,1314.0,12.166666666666666,1.6837551882463546,71,5336.0,0.05311076232760598,71,5336.0
27300.0,64,1250.0,11.79245283018868,1.7912093557413533,64,5375.0,0.05665531835440769,64,5375.0
27305.0,59,1056.0,9.962264150943396,2.503345978819646,59,5056.0,0.10021018180251469,59,5056.0
27310.0,50,914.0,8.96078431372549,2.369761188360569,50,5241.0,0.10294603633217915,50,5241.0
27315.0,46,773.0,7.653465346534653,2.167760285584203,46,5299.0,0.09144970466733962,46,5299.0
27320.0,45,627.0,6.087378640776699,2.3022464970329297,45,5234.0,0.09269431296877026,45,5234.0
27325.0,49,618.0,5.885714285714286,2.238962785239581,49,4895.0,0.08014678555209061,49,4895.0
27330.0,50,635.0,6.105769230769231,2.1157410887888393,50,5063.0,0.08950581964369012,50,5063.0
27335.0,56,744.0,7.018867924528302,1.9664886802895902,56,5183.0,0.07418830811876188,56,5183.0
27340.0,56,815.0,7.761904761904762,1.7422881973882636,56,5147.0,0.05851111149474919,56,5147.0
27345.0,57,860.0,8.19047619047619,1.92980990110777,57,4885.0,0.07520845945811065,57,4885.0
27350.0,53,893.0,8.754901960784315,1.7819221995966936,53,5082.0,0.06661198244402798,53,5082.0
27355.0,52,963.0,9.441176470588236,1.9647149845580145,52,5198.0,0.08324796126331648,52,5198.0
27360.0,46,892.0,8.660194174757281,1.8813398549397051,46,5195.0,0.06901235840903905,46,5195.0
27365.0,48,862.0,8.209523809523809,2.067412075534481,48,4929.0,0.08321435309787838,48,4929.0
27370.0,52,903.0,8.682692307692308,2.0141970103836693,52,5119.0,0.0791951989119988,52,5119.0
27375.0,56,1035.0,9.764150943396226,2.03012604478618,56,5270.0,0.07378951897597429,56,5270.0
27380.0,54,1094.0,10.12962962962963,2.250803547868033,54,5208.0,0.09134659963011538,54,5208.0
27385.0,58,1104.0,10.514285714285714,1.9666785046793243,58,4912.0,0.07551144290212564,58,4912.0
27390.0,54,1155.0,11.0,2.198737759990236,54,4994.0,0.08978239612419707,54,4994.0
27395.0,52,1205.0,11.813725490196079,1.832209338767815,52,5197.0,0.08147995988149553,52,5197.0
27400.0,47,863.0,8.37864077669903,1.9602440682465625,47,4992.0,0.07571908367392766,47,4992.0
27405.0,57,902.0,8.50943396226415,1.5893011563441792,57,4753.0,0.06430270843316765,57,4753.0
